,Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
4671,0,ADULT,982,1140,55 to 59 years,C2,Chinatown,July,2016.0,p,phone,False,2003,False,1.0
4672,0,ADULT,169,190,25 to 34 years,W2,West Portal,April,2016.0,z,email,True,2003,False,4.0
4674,0,ADULT,1437,1031,35 to 44 years,P5,Portola,July,2016.0,z,email,True,2007,False,10.0
4677,0,ADULT,166,143,45 to 54 years,M6,Mission,January,2015.0,z,email,True,2008,False,9.0
4678,0,ADULT,4,6,25 to 34 years,B4,Bernal Heights,September,2015.0,z,email,True,2015,False,9.0
4679,0,ADULT,110,151,35 to 44 years,P1,Park,July,2016.0,z,email,True,2008,False,5.0
4680,0,ADULT,11,10,20 to 24 years,P1,Park,February,2015.0,z,email,True,2014,False,1.0
4684,0,ADULT,227,31,45 to 54 years,S7,Sunset,January,2016.0,z,email,True,2003,False,4.0
4685,0,ADULT,82,11,25 to 34 years,W2,West Portal,September,2014.0,z,email,True,2013,False,7.0
4686,0,ADULT,61,38,45 to 54 years,S7,Sunset,September,2015.0,z,email,True,2007,False,7.0
4687,3,SENIOR,873,15,65 to 74 years,P7,Potrero,July,2016.0,p,phone,False,2003,False,10.0
4688,0,ADULT,91,8,35 to 44 years,X,Main Library,July,2015.0,z,email,True,2009,False,5.0
4690,3,SENIOR,268,250,65 to 74 years,X,Main Library,July,2016.0,z,email,True,2004,False,3.0
4691,0,ADULT,1,0,60 to 64 years,M2,Marina,December,2014.0,z,email,True,2008,False,2.0
4692,0,ADULT,177,169,45 to 54 years,A5,Anza,March,2015.0,z,email,True,2008,False,1.0
4693,0,ADULT,42,62,35 to 44 years,X,Main Library,May,2015.0,z,email,True,2006,False,1.0
4694,0,ADULT,893,474,20 to 24 years,S7,Sunset,November,2015.0,z,email,True,2003,False,1.0
4696,3,SENIOR,742,1866,65 to 74 years,M2,Marina,July,2016.0,p,phone,True,2007,False,2.0
4699,0,ADULT,4,0,25 to 34 years,X,Main Library,December,2013.0,z,email,True,2011,False,5.0
4701,4,WELCOME,2,0,20 to 24 years,X,Main Library,March,2016.0,z,email,True,2015,False,11.0
4702,0,ADULT,575,201,35 to 44 years,X,Main Library,July,2016.0,z,email,True,2009,False,8.0
4703,0,ADULT,2,0,35 to 44 years,X,Main Library,May,2014.0,p,phone,False,2014,False,5.0
4705,3,SENIOR,3,0,65 to 74 years,X,Main Library,August,2012.0,a,print,False,2008,False,8.0
4706,0,ADULT,983,106,20 to 24 years,S7,Sunset,July,2013.0,z,email,True,2003,False,7.0
4710,0,ADULT,4,3,25 to 34 years,X,Main Library,May,2013.0,z,email,True,2013,False,8.0
4715,0,ADULT,66,0,45 to 54 years,N6,North Beach,July,2016.0,p,phone,False,2008,False,6.0
4717,0,ADULT,117,7,45 to 54 years,B4,Bernal Heights,March,2014.0,p,phone,False,2003,False,5.0
4719,0,ADULT,199,34,35 to 44 years,G4,Glen Park,July,2016.0,z,email,True,2003,False,7.0
4720,0,ADULT,433,378,25 to 34 years,G4,Glen Park,July,2016.0,z,email,True,2003,False,11.0
4722,0,ADULT,281,53,60 to 64 years,G4,Glen Park,October,2013.0,z,email,True,2003,False,8.0
4725,0,ADULT,6,0,35 to 44 years,X,Main Library,February,2015.0,z,email,True,2009,False,8.0
4727,0,ADULT,509,215,25 to 34 years,A5,Anza,July,2016.0,z,email,True,2003,False,4.0
4728,0,ADULT,12,0,20 to 24 years,C2,Chinatown,June,2013.0,z,email,True,2012,False,3.0
4729,0,ADULT,13,1,25 to 34 years,M2,Marina,November,2013.0,p,phone,False,2007,False,2.0
4730,4,WELCOME,1,0,25 to 34 years,B4,Bernal Heights,January,2015.0,p,phone,False,2015,False,9.0
4731,0,ADULT,3,0,45 to 54 years,X,Main Library,April,2005.0,p,phone,False,2005,False,10.0
4732,0,ADULT,109,113,25 to 34 years,E9,Excelsior,March,2013.0,z,email,True,2011,False,11.0
4733,0,ADULT,124,52,25 to 34 years,M6,Mission,April,2015.0,p,phone,False,2013,False,9.0
4734,0,ADULT,17,1,25 to 34 years,B4,Bernal Heights,June,2014.0,z,email,True,2011,False,10.0
4735,0,ADULT,158,64,45 to 54 years,E9,Excelsior,July,2016.0,z,email,True,2009,False,8.0
4736,0,ADULT,3,2,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2016,False,1.0
4738,0,ADULT,22,0,20 to 24 years,N4,Noe Valley/Sally Brunn,March,2016.0,z,email,True,2015,False,11.0
4739,0,ADULT,4357,136,55 to 59 years,S7,Sunset,July,2016.0,z,email,True,2004,False,4.0
4740,0,ADULT,238,61,35 to 44 years,M6,Mission,March,2016.0,p,phone,True,2003,False,9.0
4741,0,ADULT,5,0,25 to 34 years,P7,Potrero,July,2016.0,z,email,True,2015,False,10.0
4742,0,ADULT,2404,592,20 to 24 years,N6,North Beach,June,2015.0,z,email,True,2003,False,3.0
4745,0,ADULT,1,0,55 to 59 years,E7,Eureka Valley/Harvey Milk Memorial,April,2014.0,z,email,True,2014,False,8.0
4746,0,ADULT,11,4,45 to 54 years,G6,Golden Gate Valley,June,2014.0,z,email,True,2007,False,1.0
4749,0,ADULT,42,45,45 to 54 years,M2,Marina,November,2014.0,z,email,True,2003,False,2.0
4750,0,ADULT,2,0,25 to 34 years,P3,Parkside,April,2015.0,z,email,True,2015,False,8.0
4751,0,ADULT,8,11,35 to 44 years,G4,Glen Park,October,2014.0,z,email,True,2012,False,5.0
4752,0,ADULT,183,185,60 to 64 years,M6,Mission,July,2016.0,z,email,True,2004,False,9.0
4753,0,ADULT,3,1,35 to 44 years,A5,Anza,November,2014.0,z,email,True,2008,False,1.0
4756,0,ADULT,245,90,45 to 54 years,M4,Merced,October,2014.0,z,email,True,2005,False,1.0
